epoch	time	lr	loss	acc	fscore_macro	val_loss	val_acc	val_fscore_macro
1	58.00720899994485	0.01	2.1740213713019787	33.939393945559104	0.08041559904813766	2.109829660189354	39.73634654474348	0.06581664085388184
2	0.1657955830451101	0.01	1.8345006203892256	36.48484848407784	0.0844065323472023	2.082083365786996	39.54802261323803	0.06306306272745132
3	0.17457054206170142	0.01	1.854252964896385	36.40404040326976	0.07675043493509293	1.9293800062603421	16.384180790960453	0.03128371015191078
4	0.23729612492024899	0.01	1.939051017568569	38.10101011179914	0.06424710899591446	1.743036526520149	39.548022598870055	0.06297795474529266
5	0.18516541714780033	0.01	1.7792228905359904	38.26262625954368	0.06692049652338028	1.988535829183072	39.54802261323803	0.06297795474529266
6	0.17500520800240338	0.01	1.8479673159724535	37.8181818212644	0.07626192271709442	1.8351612068614493	23.35216572504708	0.06898712366819382
7	0.21244379202835262	0.01	1.7599499011762214	38.222222221451574	0.07211537659168243	1.6614843970638211	40.67796613043087	0.08977145701646805
8	0.1601932500489056	0.01	1.789428449592205	38.181818192607224	0.06719310581684113	1.729995067285728	39.54802261323803	0.06297795474529266
9	0.18661629082635045	0.01	1.7589328697474316	38.464646463875816	0.06404978036880493	1.784804445651067	39.92467044751299	0.06968434900045395
10	0.20368933398276567	0.01	1.7963612524668375	38.58585858431729	0.06346654146909714	1.8793446532750533	39.54802261323803	0.06297795474529266
11	0.199927874840796	0.01	1.815602273025898	38.54545455624359	0.06412415951490402	1.7500493196444322	39.54802261323803	0.06297795474529266
12	0.2151236250065267	0.01	1.8008633849115083	38.14141415220318	0.06220485642552376	1.8106077622110113	39.548022627606	0.06297795474529266
13	0.21946087502874434	0.01	1.7515069362370654	38.46464647543551	0.06182219460606575	1.7257727669681757	39.548022598870055	0.06297795474529266
14	0.2454194170422852	0.01	1.7827367084194916	38.66666666974925	0.0619838684797287	1.7602700199335533	39.548022598870055	0.06297795474529266
15	0.2025630420539528	0.01	1.7551274034230395	37.979797985963145	0.06620004028081894	1.772533235352367	39.54802261323803	0.06297795474529266
16	0.21871837484650314	0.01	1.7578913470470543	38.10101011179914	0.06330221146345139	1.7095500985107852	39.54802261323803	0.06297795474529266
17	0.20091225020587444	0.01	1.7670946764223503	38.424242427325005	0.062468454241752625	1.8114469711389918	39.548022627606	0.06297795474529266
18	0.18381908279843628	0.01	1.8062302490677495	38.70707071323587	0.06201249361038208	1.7953770634369213	39.548022598870055	0.06297795474529266
19	0.27514687506482005	0.01	1.7933975665737885	38.70707071015329	0.06201249361038208	1.7841300162891884	39.548022627606	0.06297795474529266
20	0.24392020795494318	0.01	1.784086453023583	38.70707070552942	0.06201249361038208	1.7755496620907398	39.548022627606	0.06297795474529266
21	0.25921975006349385	0.01	1.7768394923932624	38.70707070552942	0.06201249361038208	1.7687435816910306	39.54802261323803	0.06297795474529266
22	0.19695083401165903	0.01	1.7710449416709668	38.70707070630006	0.06201249361038208	1.7632088932838368	39.54802261323803	0.06297795474529266
