epoch	time	lr	loss	acc	fscore_macro	val_loss	val_acc	val_fscore_macro
1	101.27948975004256	0.001	1.6895539955177692	41.21212121828638	0.11235059797763824	1.539203072335087	47.08097931310506	0.1659088134765625
2	43.15603216690943	0.001	1.3988766887452868	50.30303030611289	0.20553559064865112	1.2761590099155118	55.36723165278605	0.2672009766101837
3	43.79629183304496	0.001	1.0806862833523991	62.06060606985381	0.34610894322395325	1.0991355605465545	61.016949152542374	0.31635013222694397
4	42.97100245812908	0.001	0.8875203633549238	68.9292929354581	0.4442385137081146	1.1052507106530465	63.465160075329564	0.3730883300304413
5	41.55068775010295	0.001	0.7319288128885356	74.5050505050505	0.5437735319137573	1.106721403235096	65.91337101248473	0.4232841730117798
6	44.5707015839871	0.001	0.6461768241362138	76.8080808080808	0.6055853366851807	1.115531735950046	64.97175144116532	0.4138004779815674
7	99.56124599999748	0.001	0.5612061435766894	80.68686870844677	0.678447425365448	1.0776423262449757	63.84180790960452	0.4082493782043457
8	42.72775120893493	0.001	0.46097544279965486	84.64646465571239	0.7288362979888916	1.116947704929641	64.59510357815442	0.39933958649635315
9	42.7579805420246	0.001	0.3871758433062621	87.27272728197502	0.7850754857063293	1.1593414587714128	64.78342752402786	0.4027460515499115
10	43.07749391719699	0.001	0.3080065141302167	90.02020202020202	0.83331698179245	1.2254173437978813	65.34839927544029	0.42485424876213074
11	42.56204329105094	0.001	0.2583622154804191	92.12121214279021	0.8601877093315125	1.2740190284372275	66.85499058380414	0.43948692083358765
12	43.026265665888786	0.001	0.2334134705379756	92.56565658723466	0.8642184734344482	1.3006823291640779	65.53672316384181	0.42907410860061646
13	42.04523679194972	0.001	0.1986013149372255	93.61616162540936	0.9130936861038208	1.4130508194759965	63.46516010406552	0.4150697588920593
14	43.01970991585404	0.001	0.19448234464182998	94.2222222438003	0.9140558242797852	1.407023412638507	66.47834274952919	0.45536723732948303
15	41.816301458049566	0.001	0.12277007429286688	97.05050505050505	0.9557507634162903	1.514448092706684	65.91337102685272	0.4253275990486145
16	42.124649124918506	0.001	0.07942015053948971	98.30303032460839	0.9763802289962769	1.5638858748919098	67.60828628109	0.44278839230537415
17	41.32062637503259	0.001	0.05252676172539441	99.23232323232324	0.9907447099685669	1.6516427824838462	66.47834277826514	0.48520293831825256
18	42.25468724989332	0.001	0.0330327573290678	99.5959595959596	0.9945672154426575	1.6910923810328466	65.3483992610723	0.4306098222732544
19	43.54761549993418	0.001	0.023255651043822066	99.75757575757575	0.9953410029411316	1.7696925712900198	65.53672316384181	0.4366283714771271
20	42.1208289579954	0.001	0.015992642931941182	99.95959595959596	0.9967826008796692	1.7904785252869018	67.60828625235405	0.4492645263671875
21	41.71045658411458	0.001	0.010813418346447777	99.95959595959596	0.9967826008796692	1.8392490919674143	66.66666666666667	0.43999624252319336
22	46.03826462500729	0.001	0.008537999285065165	99.95959595959596	0.9967826008796692	1.8825181217516882	66.66666669540261	0.44266998767852783
23	42.7172846251633	0.001	0.006885514589252345	100.0	1.0	1.920909825466896	66.66666669540261	0.4388304054737091
24	41.923365167109296	0.001	0.0055378620076284866	100.0	1.0	1.949489035848844	67.23163843244707	0.45147833228111267
25	42.12244266690686	0.001	0.004503512437445949	100.0	1.0	1.9968383343655287	67.41996233521657	0.44377726316452026
26	41.97685483307578	0.001	0.0038304685671446902	100.0	1.0	2.011357383763947	67.60828626672202	0.4495771825313568
27	42.005484000081196	0.001	0.00329905332169599	100.0	1.0	2.059924171918305	67.23163844681504	0.44289934635162354
28	41.36061420897022	0.001	0.0028006153507628526	100.0	1.0	2.0875940144398792	66.85499061254009	0.4420258104801178
29	41.59058979107067	0.001	0.002419181261352743	100.0	1.0	2.104821197955173	67.41996234958455	0.4467599093914032
30	41.51563658309169	0.001	0.0021194363418364465	100.0	1.0	2.1282969003792314	67.41996236395252	0.44652143120765686
