epoch	time	lr	loss	acc	fscore_macro	val_loss	val_acc	val_fscore_macro
23	167.1794235999987	0.001	0.006713628433832918	100.0	1.0	1.925447029358025	65.91337102685272	0.43740931153297424
24	168.8354593999975	0.001	0.0054343584851089	100.0	1.0	1.9550029785844116	66.29001886112766	0.44149982929229736
25	168.5497059999907	0.001	0.004576737914949354	100.0	1.0	1.9628926724363855	65.91337101248473	0.43846964836120605
26	169.43003820002195	0.001	0.00389557908524317	100.0	1.0	1.9968915233728801	65.91337102685272	0.43834567070007324
27	167.38998869998613	0.001	0.0033553958714309367	100.0	1.0	2.0104611027712203	66.29001886112766	0.4381188750267029
28	165.95314159998088	0.001	0.002889194478271435	100.0	1.0	2.052309246835511	66.66666669540261	0.44039052724838257
29	166.95089360000566	0.001	0.002506542141982025	100.0	1.0	2.060773482205953	65.91337101248473	0.43689149618148804
30	166.77442940001492	0.001	0.002159527654411516	100.0	1.0	2.0944852584274924	66.66666669540261	0.43986085057258606
31	167.54987769998843	0.001	0.0018954705995874422	100.0	1.0	2.1028311070732837	66.10169491525424	0.4963880181312561
32	168.25807360000908	0.001	0.0016614472235769334	100.0	1.0	2.130855939441006	66.10169491525424	0.44234710931777954
33	169.44957609998528	0.001	0.001456646285904101	100.0	1.0	2.1872648099496987	66.47834276389716	0.4532260298728943
34	164.24350189999677	0.001	0.0012864694980471725	100.0	1.0	2.14517259216129	66.47834277826514	0.5038626790046692
35	165.1294998000085	0.001	0.0011633047777594942	100.0	1.0	2.2124099731445312	65.72504710971523	0.44043752551078796
36	164.41683440000634	0.001	0.0009672150092030113	100.0	1.0	2.246011071285959	66.47834276389716	0.44541501998901367
37	165.82039559999248	0.001	0.0008529401477073517	100.0	1.0	2.274089311251308	66.47834274952919	0.4427727460861206
38	174.5375525999989	0.001	0.0007630812639201229	100.0	1.0	2.2871589056109194	66.29001883239171	0.44069069623947144
39	190.99922309999238	0.001	0.0006745320928666384	100.0	1.0	2.3058171680025237	66.85499058380414	0.44746172428131104
40	145.8597071999975	0.001	0.0006100947944202808	100.0	1.0	2.3276550397136564	66.85499058380414	0.5039442181587219
41	142.8315577999747	0.001	0.0005437704450638983	100.0	1.0	2.36254200279005	66.85499058380414	0.45702996850013733
42	167.02125869999873	0.001	0.0004865437300435992	100.0	1.0	2.383894381550072	67.04331451530959	0.45648854970932007
43	171.9244257999817	0.001	0.00044203863489780237	100.0	1.0	2.4010216829466953	67.04331452967757	0.4576042592525482
44	171.52709190000314	0.001	0.0003968120409020533	100.0	1.0	2.413402300152626	67.04331452967757	0.515967845916748
45	172.75708920002216	0.001	0.00035722108073344436	100.0	1.0	2.4170238630883523	66.85499058380414	0.5041823387145996
46	170.3153605000116	0.001	0.0003255371507574719	100.0	1.0	2.433991463778203	66.66666666666667	0.5172587633132935
47	168.95044740001322	0.001	0.00030129777855531436	100.0	1.0	2.467568413012445	67.04331452967757	0.5040976405143738
48	167.90052269998705	0.001	0.0002714426008539952	100.0	1.0	2.4877195609359113	66.85499058380414	0.4486955404281616
49	170.9732670999947	0.001	0.0002427913766939927	100.0	1.0	2.4835748196546192	67.23163844681504	0.5106193423271179
50	169.12992619999568	0.001	0.00022154230940757752	100.0	1.0	2.5139146706478743	66.66666669540261	0.5012308359146118
