epoch	time	lr	loss	acc	fscore_macro	val_loss	val_acc	val_fscore_macro
1	154.10059912502766	0.001	1.66739756849077	41.45454546071062	0.12022614479064941	1.5029618124952873	48.3992467330674	0.17439737915992737
2	91.2742191660218	0.001	1.2927794730061233	56.28282828128699	0.25407418608665466	1.19214082998969	58.56873824412315	0.30205070972442627
3	83.29448208399117	0.001	1.0285405572737105	64.52525252216994	0.3682248890399933	1.1622297196962963	58.75706214689266	0.3212280869483948
4	81.56625408306718	0.001	0.8985829806809473	69.21212120903863	0.45211532711982727	1.122566302056142	60.26365351272842	0.3533790409564972
5	80.72986691701226	0.001	0.7523630587621168	74.78787879712654	0.5691513419151306	1.1660391869069044	59.887005664085486	0.3536362648010254
6	81.1855314169079	0.001	0.625671605016246	77.97979800137607	0.6008322238922119	1.137229084968567	60.26365349836044	0.36722272634506226
7	82.11587891704403	0.001	0.49322150923989033	83.31313131004873	0.7263399958610535	1.1742823208820798	63.653483992467045	0.393096387386322
8	82.0820689580869	0.001	0.3841881323703612	87.7171717387498	0.8074901103973389	1.245007718153817	64.40677966101696	0.40705007314682007
9	81.71961774979718	0.001	0.3240628455714746	89.81818181818181	0.8326635360717773	1.3262057881346305	61.77024484982823	0.3942922055721283
10	80.87264099996537	0.001	0.23730638734620027	93.13131315289122	0.8946675062179565	1.3944718690690796	61.393597015553276	0.42687952518463135
11	80.1351765000727	0.001	0.158424067143539	96.24242424242425	0.9425979256629944	1.454121258018605	64.78342752402786	0.43906572461128235
12	81.97434454178438	0.001	0.10824976806688791	97.65656565656566	0.9633520841598511	1.5499342084211594	62.335216572504706	0.43452680110931396
13	79.6520441249013	0.001	0.07002309400023836	98.94949494949495	0.9804266691207886	1.659439144385961	61.95856875259773	0.4319624900817871
14	82.38119862508029	0.001	0.04006810187766648	99.5959595959596	0.9907749891281128	1.7615326995318563	63.465160075329564	0.4430483877658844
15	81.92750029196031	0.001	0.022619204925598973	99.79797979797979	0.9983287453651428	1.8104032796654999	63.27683618692804	0.4316122829914093
16	81.53811679198407	0.001	0.014807645226969864	99.95959595959596	0.9996979236602783	1.8566946484948281	63.27683617256007	0.4299345016479492
17	79.89808270893991	0.001	0.010573395846242254	99.95959595959596	0.9996979236602783	1.9156729237732466	63.841807938340466	0.4299256503582001
18	81.3526835408993	0.001	0.0072865416464687445	100.0	1.0	1.9562409162072363	64.03013184110998	0.4319607615470886
19	81.19223162485287	0.001	0.005439436174270631	100.0	1.0	2.0022352013575606	64.030131826742	0.4295239746570587
20	86.18507637479343	0.001	0.004106887699942095	100.0	1.0	2.043545555035722	63.27683618692804	0.42429277300834656
21	80.24810958304442	0.001	0.0032658726876281727	100.0	1.0	2.0784242826660457	63.653483992467045	0.4239526391029358
22	81.2713331670966	0.001	0.0026136049312172516	100.0	1.0	2.1212615207988215	63.46516008969754	0.4304612874984741
23	79.83046554215252	0.001	0.0021283585329850514	100.0	1.0	2.167146940119284	64.21845574387947	0.4382021427154541
24	80.45403537503444	0.001	0.0018212482580595246	100.0	1.0	2.1787352777470304	63.841807923972496	0.43641579151153564
25	81.5635307081975	0.001	0.0015413941309382819	100.0	1.0	2.1850970074281855	63.27683617256007	0.4282674491405487
26	81.04336074995808	0.001	0.0012815939105407458	100.0	1.0	2.2246651838054765	63.653484006835015	0.43401727080345154
27	81.47517058299854	0.001	0.0010801032638515938	100.0	1.0	2.2464634727848	64.78342752402786	0.4405788779258728
28	80.47883245814592	0.001	0.0009571855730903946	100.0	1.0	2.2686629428926386	63.46516010406552	0.437737375497818
29	79.87291616713628	0.001	0.0008106940922402599	100.0	1.0	2.2745528126840537	64.21845575824744	0.43961915373802185
30	83.11213687504642	0.001	0.0006976010654629631	100.0	1.0	2.3006897343080595	63.46516008969754	0.4391942322254181
